StudentID,Number Class Attended,Previous Semester Score,Currently Working,Sleep Hours,Number of Practice Sets Solved
BITS3486,1,76,No,5,8
BITS3487,2,70,No,6,8
BITS3488,6,51,No,5,2
BITS3489,5,74,No,4,4
BITS3490,9,69,Yes,8,4
BITS3491,5,87,Yes,5,1
BITS3492,2,45,Yes,7,1
BITS3493,4,54,Yes,5,9
BITS3494,9,54,Yes,9,0
BITS3495,1,55,Yes,7,1
BITS3496,1,59,Yes,5,6
BITS3497,7,52,Yes,5,0
BITS3498,3,83,No,7,0
BITS3499,2,81,Yes,4,8
BITS3500,9,85,Yes,8,1
BITS3501,3,70,Yes,8,3
BITS3502,2,73,No,4,2
BITS3503,8,68,Yes,5,3
BITS3504,6,42,No,8,6
BITS3505,6,48,No,4,9
BITS3506,7,50,Yes,4,1
BITS3507,7,50,No,8,1
BITS3508,6,64,Yes,7,8
BITS3509,4,61,Yes,6,5
BITS3510,9,81,Yes,7,6
BITS3511,6,97,No,5,4
BITS3512,4,85,Yes,7,4
BITS3513,3,48,Yes,9,3
BITS3514,4,59,Yes,6,7
BITS3515,3,98,No,6,6
BITS3516,2,60,No,4,9
BITS3517,5,49,No,9,1
BITS3518,2,61,No,5,1
BITS3519,6,68,Yes,4,5
BITS3520,3,48,Yes,7,0
BITS3521,6,44,No,7,6
BITS3522,9,79,Yes,8,7
BITS3523,1,50,No,4,9
BITS3524,6,40,Yes,9,7
BITS3525,9,92,Yes,4,2
BITS3526,4,81,No,4,6
BITS3527,2,40,No,4,0
BITS3528,4,97,Yes,6,2
BITS3529,1,93,No,8,5
BITS3530,3,78,Yes,5,8
BITS3531,9,99,Yes,5,4
BITS3532,5,85,Yes,5,4
BITS3533,6,44,Yes,6,8
BITS3534,3,88,No,8,8
BITS3535,5,61,Yes,9,5
BITS3536,8,65,Yes,8,4
BITS3537,6,92,Yes,6,9
BITS3538,4,45,No,9,1
BITS3539,2,71,Yes,4,7
BITS3540,9,87,No,7,7
BITS3541,1,50,No,4,6
BITS3542,1,49,No,5,7
BITS3543,4,86,No,4,2
BITS3544,7,78,No,6,2
BITS3545,1,94,No,5,1
BITS3546,9,73,No,7,0
BITS3547,4,70,Yes,9,2
BITS3548,3,51,Yes,9,2
BITS3549,1,90,No,5,6
BITS3550,4,83,No,4,9
BITS3551,9,55,No,8,8
BITS3552,6,77,Yes,8,0
BITS3553,6,42,No,9,7
BITS3554,1,41,Yes,8,0
BITS3555,2,91,Yes,5,2
BITS3556,6,44,No,8,3
BITS3557,2,50,Yes,6,7
BITS3558,3,97,No,9,0
BITS3559,4,64,No,7,1
BITS3560,5,74,No,8,4
BITS3561,9,74,Yes,6,5
BITS3562,4,61,No,6,4
BITS3563,9,76,Yes,5,2
BITS3564,3,61,No,9,9
BITS3565,8,94,No,5,6
BITS3566,1,50,No,7,0
BITS3567,9,71,No,7,1
BITS3568,9,74,No,4,8
BITS3569,2,70,Yes,7,3
BITS3570,4,84,No,9,7
BITS3571,8,,No,9,8
BITS3572,7,47,No,5,6
BITS3573,1,59,Yes,6,0
BITS3574,5,81,No,4,4
BITS3575,7,73,No,7,5
BITS3576,4,43,No,6,7
BITS3577,1,57,No,5,9
BITS3578,9,90,Yes,8,7
BITS3579,5,43,No,4,8
BITS3580,2,59,Yes,9,8
BITS3581,8,97,Yes,6,3
BITS3582,2,48,Yes,5,5
BITS3583,3,55,Yes,5,2
BITS3584,1,65,No,4,0
BITS3585,2,77,No,4,5
BITS3586,7,64,Yes,7,0
BITS3587,2,43,Yes,7,8
BITS3588,6,80,Yes,9,5
BITS3589,3,98,No,9,0
BITS3590,4,84,Yes,4,2
BITS3591,8,80,Yes,4,0
BITS3592,3,77,Yes,6,1
BITS3593,6,92,Yes,7,5
BITS3594,1,58,Yes,5,6
BITS3595,7,53,No,7,0
BITS3596,8,60,Yes,7,9
BITS3597,8,54,No,4,4
BITS3598,3,42,No,4,5
BITS3599,1,76,No,7,3
BITS3600,9,92,No,8,5
BITS3601,6,89,No,8,4
BITS3602,9,85,Yes,9,6
BITS3603,7,55,No,7,3
BITS3604,1,53,No,8,0
BITS3605,1,48,Yes,9,1
BITS3606,6,86,No,9,5
BITS3607,5,46,Yes,7,9
BITS3608,9,53,Yes,9,1
BITS3609,2,45,Yes,4,4
BITS3610,8,60,Yes,4,3
BITS3611,5,54,Yes,4,6
BITS3612,2,91,No,5,3
BITS3613,6,47,Yes,4,6
BITS3614,8,73,Yes,4,7
BITS3615,4,79,No,7,6
BITS3616,2,40,No,8,1
BITS3617,5,71,No,8,0
BITS3618,2,97,No,4,4
BITS3619,2,88,Yes,4,6
BITS3620,6,90,No,4,0
BITS3621,9,44,Yes,9,7
BITS3622,4,69,No,7,2
BITS3623,6,61,No,7,6
BITS3624,7,59,No,7,2
BITS3625,6,55,No,8,3
BITS3626,8,46,No,5,7
BITS3627,4,46,Yes,8,1
BITS3628,1,89,Yes,7,5
BITS3629,7,89,Yes,6,9
BITS3630,3,41,No,5,8
BITS3631,6,86,Yes,4,9
BITS3632,2,53,No,9,8
BITS3633,9,70,No,8,4
BITS3634,1,89,Yes,9,2
BITS3635,6,80,Yes,5,5
BITS3636,6,53,No,6,8
BITS3637,5,44,No,5,5
BITS3638,5,50,Yes,8,3
BITS3639,1,79,No,7,4
BITS3640,5,44,Yes,4,6
BITS3641,2,68,Yes,7,9
BITS3642,7,50,No,7,2
BITS3643,3,44,No,8,8
BITS3644,4,88,No,7,0
BITS3645,3,93,No,7,7
BITS3646,3,71,Yes,8,4
BITS3647,4,75,No,8,9
BITS3648,5,54,Yes,6,8
BITS3649,1,58,Yes,7,1
BITS3650,4,61,No,5,0
BITS3651,8,73,Yes,4,9
BITS3652,7,95,No,9,6
BITS3653,9,56,No,4,9
BITS3654,5,51,Yes,8,8
BITS3655,4,64,Yes,9,4
BITS3656,8,95,Yes,8,3
BITS3657,9,56,No,6,3
BITS3658,7,49,No,7,7
BITS3659,7,67,Yes,8,0
BITS3660,5,96,No,8,0
BITS3661,4,57,No,4,7
BITS3662,1,90,Yes,7,1
BITS3663,7,57,No,6,9
BITS3664,1,84,Yes,8,5
BITS3665,1,71,Yes,8,1
BITS3666,5,53,Yes,8,4
BITS3667,9,95,No,4,2
BITS3668,6,55,Yes,8,6
BITS3669,3,89,Yes,8,8
BITS3670,3,97,Yes,4,1
BITS3671,7,57,Yes,8,6
BITS3672,6,55,No,7,7
BITS3673,9,56,Yes,7,9
BITS3674,6,46,No,4,7
BITS3675,5,51,Yes,7,6
BITS3676,7,73,No,9,3
BITS3677,1,49,No,9,3
BITS3678,7,44,No,9,9
BITS3679,3,60,No,6,8
BITS3680,9,42,Yes,8,9
BITS3681,6,58,Yes,6,8
BITS3682,9,84,No,7,4
BITS3683,5,83,No,4,6
BITS3684,7,74,No,9,6
BITS3685,4,45,Yes,4,8
BITS3686,7,53,No,6,6
BITS3687,1,43,No,7,7
BITS3688,7,84,Yes,8,6
BITS3689,8,90,Yes,7,3
BITS3690,5,57,Yes,9,1
BITS3691,2,68,Yes,7,2
BITS3692,5,74,Yes,4,6
BITS3693,6,91,Yes,5,8
BITS3694,2,77,No,9,1
BITS3695,6,55,No,8,6
BITS3696,6,59,Yes,9,3
BITS3697,1,63,No,9,6
BITS3698,1,74,Yes,8,4
BITS3699,3,83,No,9,6
BITS3700,3,90,Yes,4,5
BITS3701,4,58,Yes,7,1
BITS3702,2,95,No,4,6
BITS3703,9,43,No,7,4
BITS3704,7,72,Yes,5,8
BITS3705,7,41,Yes,9,0
BITS3706,6,52,Yes,5,0
BITS3707,3,97,Yes,6,1
BITS3708,6,84,Yes,7,7
BITS3709,8,69,Yes,4,8
BITS3710,8,73,No,4,6
BITS3711,9,69,No,9,0
BITS3712,1,90,No,4,6
BITS3713,1,93,No,6,7
BITS3714,3,63,No,8,6
BITS3715,3,87,Yes,4,4
BITS3716,8,83,Yes,9,6
BITS3717,1,72,No,5,9
BITS3718,2,80,Yes,4,1
BITS3719,2,88,No,4,8
BITS3720,3,49,No,4,1
BITS3721,6,57,Yes,9,1
BITS3722,1,58,Yes,8,4
BITS3723,2,46,No,4,7
BITS3724,,96,No,8,5
BITS3725,5,58,No,8,8
BITS3726,7,63,No,6,5
BITS3727,8,54,Yes,5,4
BITS3728,1,80,No,4,0
BITS3729,7,81,Yes,4,7
BITS3730,5,62,No,4,2
BITS3731,1,91,No,8,1
BITS3732,3,91,Yes,7,6
BITS3733,7,43,Yes,5,1
BITS3734,1,77,Yes,9,0
BITS3735,7,43,Yes,4,1
BITS3736,5,44,Yes,7,5
BITS3737,1,80,No,7,1
BITS3738,1,83,No,7,0
BITS3739,1,62,No,5,0
BITS3740,9,79,Yes,7,3
BITS3741,3,92,Yes,9,7
BITS3742,5,76,Yes,4,5
BITS3743,9,50,No,9,3
BITS3744,6,94,Yes,4,5
BITS3745,9,50,No,6,5
BITS3746,8,52,No,8,8
BITS3747,8,53,No,7,3
BITS3748,1,99,Yes,9,5
BITS3749,9,47,No,8,9
BITS3750,6,64,No,8,0
BITS3751,9,57,No,8,6
BITS3752,3,90,Yes,8,6
BITS3753,3,83,No,8,0
BITS3754,6,83,Yes,4,7
BITS3755,9,57,Yes,5,4
BITS3756,7,49,No,7,8
BITS3757,3,46,No,7,7
BITS3758,3,99,Yes,4,2
BITS3759,2,89,No,9,0
BITS3760,9,83,Yes,4,2
BITS3761,3,53,Yes,8,1
BITS3762,5,54,Yes,5,1
BITS3763,9,55,No,7,3
BITS3764,8,41,Yes,9,1
BITS3765,2,69,Yes,6,7
BITS3766,3,69,No,4,4
BITS3767,2,57,No,6,0
BITS3768,8,70,Yes,7,5
BITS3769,6,83,Yes,4,6
BITS3770,6,87,Yes,7,0
BITS3771,9,52,No,4,2
BITS3772,8,59,Yes,9,8
BITS3773,4,88,Yes,7,6
BITS3774,4,89,No,6,3
BITS3775,9,74,No,5,5
BITS3776,1,62,Yes,9,5
BITS3777,2,81,No,9,2
BITS3778,2,72,Yes,4,1
BITS3779,6,77,Yes,6,4
BITS3780,4,74,No,7,7
BITS3781,3,90,Yes,6,2
BITS3782,3,75,Yes,9,4
BITS3783,3,59,No,4,2
BITS3784,6,94,Yes,6,6
BITS3785,8,42,No,7,5
BITS3786,7,47,Yes,8,5
BITS3787,4,79,No,9,0
BITS3788,4,98,No,,1
BITS3789,2,71,No,5,5
BITS3790,1,68,No,9,7
BITS3791,9,46,No,8,4
BITS3792,2,41,No,4,1
BITS3793,8,60,Yes,6,4
BITS3794,9,45,Yes,6,8
BITS3795,4,67,No,8,5
BITS3796,8,87,Yes,8,4
BITS3797,9,81,No,7,9
BITS3798,5,75,No,7,5
BITS3799,7,71,Yes,5,8
BITS3800,4,84,No,4,6
BITS3801,1,81,Yes,4,9
BITS3802,3,92,No,8,2
BITS3803,5,85,No,5,9
BITS3804,3,48,Yes,5,9
BITS3805,7,50,No,7,4
BITS3806,9,62,No,6,3
BITS3807,6,89,No,4,4
BITS3808,1,50,Yes,5,7
BITS3809,7,88,Yes,7,5
BITS3810,3,41,Yes,7,3
BITS3811,5,42,Yes,7,4
BITS3812,4,50,Yes,6,6
BITS3813,5,89,No,5,7
BITS3814,5,98,Yes,8,4
BITS3815,6,74,Yes,8,1
BITS3816,6,97,No,7,5
BITS3817,8,54,No,7,8
BITS3818,8,82,Yes,6,2
BITS3819,9,50,No,7,6
BITS3820,8,70,No,9,7
BITS3821,2,67,No,5,5
BITS3822,1,67,Yes,7,2
BITS3823,2,71,No,7,0
BITS3824,2,64,No,5,2
BITS3825,3,59,Yes,4,5
BITS3826,7,67,No,9,3
BITS3827,2,64,No,9,0
BITS3828,1,50,Yes,8,5
BITS3829,6,58,Yes,7,0
BITS3830,9,67,Yes,5,7
BITS3831,3,40,No,8,2
BITS3832,6,98,Yes,6,2
BITS3833,3,44,Yes,4,0
BITS3834,1,49,No,7,2
BITS3835,5,81,No,4,6
BITS3836,4,85,No,7,9
BITS3837,7,73,No,7,7
BITS3838,6,75,No,7,7
BITS3839,7,41,Yes,4,2
BITS3840,5,57,Yes,9,4
BITS3841,4,52,Yes,6,0
BITS3842,7,90,No,9,8
BITS3843,7,44,Yes,5,7
BITS3844,6,59,No,5,9
BITS3845,8,41,No,9,1
BITS3846,4,50,Yes,6,9
BITS3847,5,69,Yes,6,0
BITS3848,4,71,No,7,3
BITS3849,1,71,No,7,8
BITS3850,8,97,Yes,5,7
BITS3851,1,89,Yes,7,2
BITS3852,5,77,No,7,9
BITS3853,6,94,No,6,5
BITS3854,6,67,No,4,8
BITS3855,5,49,No,9,9
BITS3856,3,61,Yes,8,7
BITS3857,5,94,Yes,8,9
BITS3858,8,,No,7,4
BITS3859,2,61,No,7,8
BITS3860,6,82,Yes,9,8
BITS3861,9,58,No,8,2
BITS3862,8,56,No,6,7
BITS3863,8,63,No,8,3
BITS3864,8,75,No,8,9
BITS3865,7,71,No,8,6
BITS3866,8,97,No,7,9
BITS3867,6,95,Yes,7,7
BITS3868,2,97,No,9,6
BITS3869,2,85,Yes,8,4
BITS3870,8,98,Yes,7,0
BITS3871,1,91,Yes,9,7
BITS3872,6,75,No,8,4
BITS3873,6,67,No,6,2
BITS3874,4,53,No,7,1
BITS3875,3,97,Yes,4,2
BITS3876,3,75,Yes,9,8
BITS3877,1,45,No,7,1
BITS3878,3,48,No,6,9
BITS3879,4,60,Yes,6,0
BITS3880,5,51,Yes,7,1
BITS3881,3,97,Yes,5,1
BITS3882,6,69,No,9,4
BITS3883,5,70,Yes,8,0
BITS3884,3,79,Yes,8,9
BITS3885,6,95,Yes,6,7
BITS3886,6,43,No,7,1
BITS3887,8,70,No,5,5
BITS3888,2,66,No,9,4
BITS3889,1,97,Yes,4,1
BITS3890,4,96,Yes,8,9
BITS3891,7,64,Yes,9,0
BITS3892,3,44,Yes,9,5
BITS3893,3,45,No,5,5
BITS3894,5,44,Yes,9,2
BITS3895,5,90,Yes,8,7
BITS3896,3,66,No,7,8
BITS3897,9,47,Yes,8,2
BITS3898,4,48,Yes,4,8
BITS3899,3,54,Yes,7,7
BITS3900,2,75,No,6,4
BITS3901,9,96,Yes,5,5
BITS3902,4,80,No,8,0
BITS3903,3,46,Yes,7,4
BITS3904,7,71,No,9,9
BITS3905,8,47,No,7,9
BITS3906,2,86,No,8,6
BITS3907,7,90,Yes,6,0
BITS3908,5,54,Yes,8,9
BITS3909,5,76,No,6,8
BITS3910,3,58,No,9,6
BITS3911,5,78,Yes,8,3
BITS3912,2,45,No,7,3
BITS3913,4,98,Yes,4,9
BITS3914,6,58,Yes,4,6
BITS3915,1,96,No,9,5
BITS3916,4,67,No,7,2
BITS3917,6,56,Yes,4,8
BITS3918,9,81,Yes,9,5
BITS3919,2,58,Yes,6,1
BITS3920,7,70,No,7,9
BITS3921,6,50,Yes,6,1
BITS3922,2,54,No,7,0
BITS3923,8,49,No,6,4
BITS3924,7,82,Yes,6,9
BITS3925,5,62,No,4,5
BITS3926,5,42,No,7,2
BITS3927,7,42,No,8,3
BITS3928,9,57,No,4,4
BITS3929,9,64,Yes,6,3
BITS3930,9,82,Yes,6,8
BITS3931,6,59,No,8,2
BITS3932,6,97,No,8,4
BITS3933,3,68,No,6,6
BITS3934,1,61,No,8,6
BITS3935,7,89,No,5,5
BITS3936,4,96,Yes,4,8
BITS3937,1,54,Yes,7,6
BITS3938,8,78,Yes,8,3
BITS3939,6,49,Yes,8,9
BITS3940,6,60,No,5,8
BITS3941,2,94,No,7,5
BITS3942,1,91,Yes,5,0
BITS3943,2,68,Yes,7,8
BITS3944,4,71,Yes,4,6
BITS3945,2,49,No,8,5
BITS3946,1,52,No,4,5
BITS3947,7,86,No,7,3
BITS3948,8,62,Yes,8,3
BITS3949,6,89,Yes,5,2
BITS3950,4,62,No,6,7
BITS3951,6,70,No,5,7
BITS3952,3,43,No,6,1
BITS3953,8,91,Yes,5,4
BITS3954,2,88,No,7,8
BITS3955,5,99,No,4,8
BITS3956,1,42,Yes,6,6
BITS3957,6,60,No,7,3
BITS3958,2,92,No,4,3
BITS3959,4,41,No,4,9
BITS3960,6,43,No,8,6
BITS3961,8,40,Yes,8,2
BITS3962,8,54,No,8,2
BITS3963,6,96,Yes,6,4
BITS3964,4,72,No,6,5
BITS3965,8,45,Yes,4,7
BITS3966,8,46,No,6,0
BITS3967,1,58,No,4,6
BITS3968,4,83,Yes,7,7
BITS3969,4,40,No,5,4
BITS3970,7,78,No,4,9
BITS3971,7,58,Yes,4,1
BITS3972,8,84,No,7,3
BITS3973,5,65,No,8,5
BITS3974,,83,No,9,8
BITS3975,8,51,No,8,1
BITS3976,9,61,No,8,3
BITS3977,3,52,Yes,4,9
BITS3978,3,67,Yes,4,4
BITS3979,4,53,No,6,7
BITS3980,5,61,No,6,7
BITS3981,1,69,Yes,5,1
BITS3982,7,83,Yes,5,5
BITS3983,9,59,Yes,9,5
BITS3984,8,83,Yes,6,4
BITS3985,5,66,Yes,4,7
BITS3986,4,77,Yes,7,9
BITS3987,7,98,No,6,1
BITS3988,5,81,No,4,1
BITS3989,7,91,No,6,6
BITS3990,1,95,No,8,8
BITS3991,1,80,No,6,2
BITS3992,3,73,Yes,9,6
BITS3993,2,78,Yes,8,2
BITS3994,2,80,Yes,4,5
BITS3995,7,96,Yes,8,2
BITS3996,2,83,Yes,6,0
BITS3997,4,76,Yes,8,5
BITS3998,2,40,No,9,2
BITS3999,6,93,No,7,0
BITS4000,8,,Yes,8,4
BITS4001,4,71,No,9,7
BITS4002,5,47,Yes,8,7
BITS4003,4,72,No,5,7
BITS4004,3,57,Yes,7,2
BITS4005,5,84,Yes,4,7
BITS4006,9,68,No,9,3
BITS4007,8,71,Yes,8,7
BITS4008,8,72,No,7,2
BITS4009,8,44,No,4,2
BITS4010,8,57,Yes,7,0
BITS4011,7,87,Yes,9,7
BITS4012,8,97,Yes,5,7
BITS4013,8,49,No,9,8
BITS4014,8,75,No,9,5
BITS4015,7,72,Yes,4,1
BITS4016,1,62,Yes,4,0
BITS4017,4,79,Yes,8,7
BITS4018,4,44,Yes,6,9
BITS4019,5,73,Yes,9,3
BITS4020,6,63,Yes,4,6
BITS4021,4,56,Yes,9,9
BITS4022,2,70,No,9,3
BITS4023,6,46,No,4,0
BITS4024,8,56,Yes,5,7
BITS4025,8,67,Yes,5,9
BITS4026,7,77,No,9,8
BITS4027,6,61,Yes,5,9
BITS4028,2,54,No,9,8
BITS4029,7,76,No,8,8
BITS4030,5,54,Yes,4,3
BITS4031,6,89,No,9,8
BITS4032,8,89,No,5,3
BITS4033,8,64,Yes,5,1
BITS4034,3,92,Yes,7,9
BITS4035,7,60,No,7,2
BITS4036,1,94,Yes,5,1
BITS4037,1,77,No,8,0
BITS4038,7,41,No,6,5
BITS4039,9,66,No,9,3
BITS4040,7,88,No,7,6
BITS4041,5,71,No,9,6
BITS4042,8,60,No,7,9
BITS4043,2,43,Yes,4,0
BITS4044,9,83,Yes,4,8
BITS4045,6,58,Yes,5,7
BITS4046,9,41,Yes,4,9
BITS4047,2,65,No,4,0
BITS4048,3,73,No,6,7
BITS4049,8,53,No,8,4
BITS4050,1,54,No,5,0
BITS4051,7,59,No,6,3
BITS4052,7,73,Yes,5,6
BITS4053,1,75,Yes,8,4
BITS4054,9,58,Yes,5,2
BITS4055,8,48,No,9,3
BITS4056,4,46,No,9,1
BITS4057,5,69,Yes,9,7
BITS4058,2,52,No,4,1
BITS4059,9,66,No,8,5
BITS4060,6,83,Yes,6,6
BITS4061,3,74,No,6,6
BITS4062,7,52,Yes,7,0
BITS4063,9,54,Yes,6,7
BITS4064,3,85,Yes,9,8
BITS4065,2,95,Yes,9,6
BITS4066,7,48,No,7,7
BITS4067,7,84,No,4,3
BITS4068,4,62,No,6,7
BITS4069,9,93,Yes,8,2
BITS4070,8,75,No,7,0
BITS4071,1,92,Yes,6,7
BITS4072,1,79,No,4,5
BITS4073,5,42,No,8,8
BITS4074,6,73,Yes,8,2
BITS4075,3,58,No,4,7
BITS4076,9,67,Yes,6,8
BITS4077,6,62,Yes,5,8
BITS4078,4,79,No,6,6
BITS4079,7,88,No,7,9
BITS4080,8,84,No,7,2
BITS4081,9,46,No,6,2
BITS4082,6,80,Yes,9,1
BITS4083,6,51,Yes,7,0
BITS4084,8,53,No,5,1
BITS4085,5,85,No,9,4
BITS4086,3,54,No,5,0
BITS4087,3,42,Yes,8,9
BITS4088,6,54,No,7,3
BITS4089,2,90,Yes,9,9
BITS4090,6,63,No,6,9
BITS4091,6,91,No,9,0
BITS4092,8,85,Yes,8,9
BITS4093,7,47,Yes,5,7
BITS4094,8,44,No,8,4
BITS4095,9,90,Yes,4,9
BITS4096,6,43,Yes,7,3
BITS4097,3,53,No,6,2
BITS4098,3,55,Yes,5,8
BITS4099,1,59,Yes,8,5
BITS4100,5,63,No,6,0
BITS4101,4,45,No,7,7
BITS4102,9,94,Yes,6,9
BITS4103,9,96,No,7,1
BITS4104,5,70,Yes,7,8
BITS4105,4,45,Yes,7,6
BITS4106,7,74,Yes,8,2
BITS4107,6,54,No,7,3
BITS4108,4,68,Yes,6,2
BITS4109,2,42,Yes,4,5
BITS4110,1,50,Yes,6,8
BITS4111,4,42,No,8,9
BITS4112,4,67,No,7,8
BITS4113,1,49,No,4,0
BITS4114,6,89,Yes,8,9
BITS4115,4,72,Yes,5,5
BITS4116,1,87,No,5,0
BITS4117,1,55,Yes,5,3
BITS4118,1,98,Yes,4,6
BITS4119,8,49,Yes,6,3
BITS4120,8,72,Yes,4,8
BITS4121,2,75,No,4,9
BITS4122,7,42,No,4,4
BITS4123,8,44,No,5,8
BITS4124,8,51,Yes,9,0
BITS4125,7,96,Yes,6,3
BITS4126,5,83,No,9,6
BITS4127,1,52,No,9,1
BITS4128,9,63,No,4,8
BITS4129,7,83,Yes,6,2
BITS4130,2,96,No,9,3
BITS4131,6,71,Yes,7,3
BITS4132,2,55,No,4,7
BITS4133,1,71,Yes,4,1
BITS4134,7,84,Yes,4,4
BITS4135,2,76,No,7,1
BITS4136,2,95,Yes,7,5
BITS4137,5,75,Yes,5,8
BITS4138,5,60,No,8,8
BITS4139,7,86,No,6,0
BITS4140,1,51,No,8,3
BITS4141,8,90,Yes,4,3
BITS4142,3,60,Yes,9,0
BITS4143,4,99,No,4,9
BITS4144,9,90,No,9,1
BITS4145,4,60,Yes,5,5
BITS4146,5,82,No,8,9
BITS4147,7,92,No,4,2
BITS4148,4,45,Yes,8,8
BITS4149,1,48,Yes,5,2
BITS4150,9,40,No,8,2
BITS4151,4,51,Yes,9,8
BITS4152,9,97,Yes,6,2
BITS4153,6,53,No,5,5
BITS4154,1,45,No,8,5
BITS4155,3,40,No,4,0
BITS4156,2,61,Yes,7,6
BITS4157,9,73,No,7,8
BITS4158,1,95,Yes,5,8
BITS4159,9,50,No,7,8
BITS4160,9,42,Yes,6,1
BITS4161,8,81,Yes,5,0
BITS4162,8,45,No,4,5
BITS4163,1,45,Yes,4,5
BITS4164,8,59,No,5,3
BITS4165,3,60,No,7,7
BITS4166,7,41,Yes,7,4
BITS4167,1,65,Yes,4,6
BITS4168,1,70,Yes,6,8
BITS4169,5,65,No,9,0
BITS4170,5,95,No,7,8
BITS4171,8,71,No,6,3
BITS4172,7,49,No,7,6
BITS4173,8,62,No,9,3
BITS4174,6,97,No,5,3
BITS4175,6,45,Yes,8,3
BITS4176,2,62,No,4,5
BITS4177,6,67,No,5,4
BITS4178,5,88,No,7,1
BITS4179,3,69,No,9,8
BITS4180,6,53,Yes,4,5
BITS4181,8,76,Yes,8,9
BITS4182,9,94,Yes,8,5
BITS4183,1,71,No,9,8
BITS4184,3,88,No,9,0
BITS4185,3,73,No,7,6
BITS4186,8,80,Yes,4,2
BITS4187,1,83,No,7,3
BITS4188,5,90,No,8,0
BITS4189,3,61,Yes,5,2
BITS4190,2,70,Yes,5,6
BITS4191,8,46,No,6,5
BITS4192,3,80,Yes,8,0
BITS4193,7,60,No,8,8
BITS4194,1,55,No,7,3
BITS4195,6,59,Yes,6,6
BITS4196,3,82,No,9,3
BITS4197,8,83,Yes,6,6
BITS4198,6,86,Yes,4,4
BITS4199,2,89,No,7,0
BITS4200,6,58,Yes,9,3
BITS4201,7,87,No,9,2
BITS4202,5,71,No,5,5
BITS4203,3,54,Yes,4,5
BITS4204,4,44,Yes,6,0
BITS4205,4,50,Yes,5,1
BITS4206,6,54,No,8,1
BITS4207,1,68,No,7,9
BITS4208,4,89,No,6,3
BITS4209,4,84,No,8,8
BITS4210,1,43,No,9,1
BITS4211,9,88,No,6,7
BITS4212,4,75,No,5,0
BITS4213,7,87,Yes,4,7
BITS4214,3,62,No,5,2
BITS4215,3,54,No,7,4
BITS4216,8,85,Yes,7,0
BITS4217,8,83,No,6,0
BITS4218,1,42,No,5,5
BITS4219,2,71,Yes,4,2
BITS4220,8,49,No,9,7
BITS4221,1,79,Yes,7,3
BITS4222,8,77,No,4,5
BITS4223,8,61,No,8,9
BITS4224,2,53,Yes,6,8
BITS4225,4,56,Yes,4,7
BITS4226,6,60,No,6,3
BITS4227,9,90,No,8,9
BITS4228,8,87,Yes,4,7
BITS4229,8,54,No,4,6
BITS4230,7,97,Yes,9,4
BITS4231,9,54,Yes,8,6
BITS4232,2,40,Yes,5,6
BITS4233,3,63,No,4,9
BITS4234,8,94,No,9,1
BITS4235,6,94,No,4,6
BITS4236,9,51,Yes,9,2
BITS4237,4,49,No,7,7
BITS4238,8,85,Yes,5,7
BITS4239,3,81,Yes,4,8
BITS4240,3,81,No,8,3
BITS4241,8,91,No,6,9
BITS4242,5,70,Yes,8,2
BITS4243,3,50,No,5,8
BITS4244,1,93,Yes,7,8
BITS4245,3,55,No,7,1
BITS4246,9,48,Yes,7,5
BITS4247,5,86,No,9,2
BITS4248,2,53,Yes,8,4
BITS4249,7,58,No,6,1
BITS4250,2,70,Yes,6,3
BITS4251,4,48,Yes,9,2
BITS4252,7,75,Yes,4,1
BITS4253,4,92,Yes,9,5
BITS4254,7,78,Yes,6,2
BITS4255,7,93,Yes,6,3
BITS4256,1,65,No,4,5
BITS4257,6,47,Yes,8,4
BITS4258,9,63,Yes,8,3
BITS4259,2,47,No,5,3
BITS4260,3,58,No,8,1
BITS4261,5,86,Yes,7,9
BITS4262,9,87,No,7,3
BITS4263,4,69,No,5,7
BITS4264,1,97,Yes,6,4
BITS4265,4,61,Yes,5,9
BITS4266,6,94,No,4,9
BITS4267,5,48,No,5,7
BITS4268,1,97,No,5,5
BITS4269,4,97,No,9,9
BITS4270,6,83,No,7,4
BITS4271,4,87,No,4,3
BITS4272,9,43,Yes,9,9
BITS4273,5,76,No,4,8
BITS4274,8,47,Yes,5,9
BITS4275,9,40,Yes,9,4
BITS4276,5,67,No,9,9
BITS4277,6,45,Yes,4,5
BITS4278,1,86,No,4,6
BITS4279,7,75,Yes,8,0
BITS4280,4,92,No,4,8
BITS4281,2,50,Yes,9,7
BITS4282,5,44,No,6,4
BITS4283,3,89,Yes,4,2
BITS4284,6,63,No,7,4
BITS4285,8,86,Yes,8,4
BITS4286,7,57,Yes,7,8
BITS4287,3,59,Yes,7,6
BITS4288,8,67,No,6,1
BITS4289,2,52,No,8,4
BITS4290,9,44,No,5,8
BITS4291,4,69,No,9,1
BITS4292,1,40,No,9,7
BITS4293,8,61,Yes,4,2
BITS4294,7,57,No,9,3
BITS4295,5,85,No,6,1
BITS4296,5,44,Yes,9,8
BITS4297,7,70,No,6,5
BITS4298,5,45,No,5,8
BITS4299,8,66,No,6,7
BITS4300,6,95,No,5,8
BITS4301,5,64,No,5,4
BITS4302,9,68,No,5,5
BITS4303,2,67,Yes,6,6
BITS4304,1,55,No,5,4
BITS4305,8,93,No,6,0
BITS4306,3,92,No,8,8
BITS4307,7,51,Yes,5,1
BITS4308,8,59,Yes,6,6
